0,5126
0,2789
69,2043
0,2917
129,1524
0,2671
0,4879
0,5422
293,65
0,2061
483,2637
437,2252
0,3776
26, 8888888888888888888
233,998
308,2050
61,2776
498,2763
480,289
0,1263
0,3507
128,1623
64,369
0,1244
264,536
926,350
985,3346
57,2957
0,0
0,5390
0,0
0,3266
0,373
899,2259
27, 8888888888888888888
0,882
0,938
47,602
128,609
220,3561
156,2736
76,912
0,4655
0,3251
123,2270
534,3317
106,1099
0,1930
0,5237
1267,3992
0,2384
68,3020
0,3500
28, 8888888888888888888
0,477
233,4586
317,3506
192,2813
50,905
0,5225
0,56
2709,557
3226,782
125,1171
0,921
0,2503
0,185
288,3672
0,1819
0,2357
905,2170
0,789
29, 8888888888888888888
679,2559
0,2925
249,1520
1644,2381
0,383
695,1201
0,5206
0,2300
0,2633
0,4845
141,2098
803,1590
537,351
567,562
0,4670
0,599
215,1723
198,1264
574,314
30, 8888888888888888888
300,346
315,838
359,790
68,2584
0,1008
282,772
0,1312
0,1303
0,1024
0,5307
0,2470
223,133
34,4546
0,2041
0,5283
0,528
307,232
365,5491
390,1186
31, 8888888888888888888
142,1849
785,1518
336,893
0,909
0,1064
1631,960
170,657
899,2967
117,1673
0,2678
83,66
673,1619
0,270
1203,38
362,5916
0,4469
137,2689
32, 8888888888888888888
0,204
0,2478
662,2392
136,831
335,886
0,1389
0,1309
862,2421
658,821
427,2515
0,3872
996,1342
1090,4907
49,2623
0,519
0,2740
171,137
0,3539
0,1508
0,225
33, 8888888888888888888
0,302
624,2361
147,3940
0,3429
0,1202
0,2964
718,742
0,2032
482,904
0,369
0,1308
74,359
15,485
0,2283
869,4151
0,4890
0,1007
225,6134
405,1193
34, 8888888888888888888
0,2189
29,1181
603,1748
0,2578
28,3948
0,202
0,2008
0,1268
0,1649
0,3540
206,3233
0,1960
477,4038
0,394
298,836
464,1268
73,3286
459,4850
35, 8888888888888888888
544,4417
1084,258
72,125
165,1410
270,3762
152,963
0,1002
0,0
0,438
0,3423
217,291
459,2589
1003,3750
1034,3032
440,1848
0,891
1809,928
0,4319
236,3683
388,3603
36, 8888888888888888888
0,4233
0,4551
0,2019
177,2242
104,4586
426,405
53,935
342,1170
0,2157
56,3148
286,3093
1408,159
0,5004
0,1736
0,1458
0,1713
124,1056
37, 8888888888888888888
113,1500
117,443
347,817
0,1929
382,942
793,347
389,2440
386,5050
0,3943
0,990
0,2717
39,4538
84,4625
2418,992
688,596
0,2160
184,267
0,666
0,3857
38, 8888888888888888888
478,435
536,3978
75,0
38,1154
0,1653
0,2151
524,1359
325,513
0,2671
750,422
90,564
406,2828
0,5763
0,2382
431,4240
354,1351
65,3383
140,2896
39, 8888888888888888888
137,297
128,2897
481,701
238,1233
0,1210
158,1421
0,227
0,318
297,4908
1051,3272
0,797
506,4263
234,3599
474,2327
214,2142
0,1047
54,47
40, 8888888888888888888
245,433
0,1863
426,463
74,2171
0,2328
276,951
42,3388
102,118
0,2058
0,573
0,2603
350,2395
272,1204
0,1933
585,507
0,2291
264,3778
41, 8888888888888888888
0,699
49,269
0,2988
0,3754
0,3189
656,827
0,2644
245,2626
412,308
0,648
951,888
0,3278
76,3923
187,2085
267,893
19,2769
43,950
350,2707
169,2983
42, 8888888888888888888
0,2358
470,2976
151,1423
0,987
0,983
0,779
0,633
186,1554
300,3048
0,2324
0,746
0,775
605,2052
386,817
0,1323
0,3272
43, 8888888888888888888
30,197
71,1926
0,993
163,1979
0,1264
0,2342
38,4561
0,2767
0,1826
41,372
210,1685
318,419
44,3092
1987,1345
1209,1346
0,3029
0,4547
0,2534
44, 8888888888888888888
0,2740
0,321
89,1760
33,2514
0,2913
749,1785
1372,2314
824,975
0,1700
0,1389
108,1970
449,2621
0,1851
261,2566
0,4574
0,2602
0,3761
150,2829
68,2580
0,1777
45, 8888888888888888888
572,1309
1075,372
135,2022
0,2252
0,144
50,1611
0,2231
0,3989
218,387
77,162
1721,307
186,3210
211,2060
0,534
1292,2622
334,501
0,4615
46, 8888888888888888888
0,842
481,1804
0,1672
193,3184
65,4781
71,28
0,3953
78,1104
0,2129
46,3222
0,1064
0,1021
88,710
0,2338
87,1238
173,2085
0,1362
91,2142
283,1834
47, 8888888888888888888
295,687
0,2846
477,735
259,1379
154,2129
0,3032
0,929
510,3261
1261,1336
0,3258
0,2125
160,1952
197,2236
332,5014
0,1493
31,3041
721,3849
623,3457
0,4550
546,1730
48, 8888888888888888888
483,2509
236,2205
509,1425
0,1226
38,1171
0,4868
330,2049
0,1957
0,4454
0,3494
84,970
91,1993
315,2543
0,634
49, 8888888888888888888
0,816
0,1149
242,1748
0,45
122,3424
231,2528
336,4271
0,3554
0,2198
429,977
711,2572
422,4605
421,3455
65,1612
1480,828
348,2486
151,2892
220,3338
136,3751
258,6449
